dataset,method,subject,seed,reward_mode,kappa,accuracy,n_train,n_test,n_classes_test,y_true_seq,y_pred_seq
STEW,ccb,12,0,balanced,-0.4042553191489362,0.10810810810810811,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,medium;low;low;medium;low;medium;high;medium;medium;medium;medium;medium;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;low;medium;medium;medium;medium;medium;high;low;low;low;low;high;high;low;low;low;low;high;high;high;low;low;high;high;low;low;medium;medium;medium;high;high;low;high;high;low;high;low;low;high;low;low;low;low
STEW,ccb,13,0,balanced,-0.518987341772152,0.1891891891891892,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;medium;low;low;low;high;high;low;low;low;low;high;low;medium;low;low;low;high;low;high;high;high;low;low;low;low;high;high;high;medium;medium;high;low;high;low;medium;high
STEW,ccb,14,0,balanced,0.10526315789473684,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;high;high;high;high;high;low;high;high;high;medium;high;high;high;high;high;low;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high
STEW,ccb,15,0,balanced,-0.027027027027026973,0.4864864864864865,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low
STEW,ccb,16,0,balanced,0.18181818181818177,0.5135135135135135,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;high;high;low;low;high;low;high;high;high;medium;medium;high;low;high;low;medium;high;high;low;medium;low;low;low;low;high;low;low;low;low;medium;low;low;low;medium;medium;low;medium;medium;high;high;medium;low;low;low;high;low;medium;high;high;high;high;medium;low;low;high;low;high;high;high;high;low;high;medium;high;high;low;low;low;high;high;medium;high;high
STEW,ccb,17,0,balanced,0.7027027027027026,0.8513513513513513,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;high;high;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;high;high;low;low;high;low;high;high;low;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;low;high;high;high;high
STEW,ccb,18,0,balanced,0.2678571428571429,0.44594594594594594,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;high;low;medium;low;medium;medium;low;low;medium;low;medium;low;low;low;low;medium;low;medium;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;low;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;low;low;high;low;high;low;high;high;low;low;high;low
STEW,ccb,19,0,balanced,-0.03921568627450989,0.28378378378378377,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;high;low;high;low;low;low;low;low;low;low;high;high;high;high;low;low;high;low;low;high;high;high;high;high;high;high;high;high;low;low;high;low;high;high;low;low;high;low;high;low;low;low;low;high;high;low;low;high;low;low;low;high;high;low;low;low;medium;low;high;low;low;low;high;low;low;low;low;low
STEW,ccb,20,0,balanced,0.7837837837837838,0.8918918918918919,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;high;high;low;low;low;low;low;high;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;high;low;high;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high
STEW,ccb,21,0,balanced,0.09523809523809523,0.4864864864864865,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;high;low;low;low;high;low;low;low;low;low;low;high;low;high;low;low;low;high;low;high;high;low;high;low;low;high;low;low;low;low;low;low;low;low;low;low;low
STEW,ccb,22,0,balanced,0.007751937984496138,0.13513513513513514,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;high;low;medium;low;medium;low;low;medium;low;low;high;low;high;low;high;low;low;low;low;low;low;low;medium;low;low;low;low;high;low;low;low;medium;high;low;low;low;low;low;low;low;low;medium;high;high;low;low;low;low;high;medium;low;low;high;low
STEW,ccb,23,0,balanced,0.7297297297297297,0.8648648648648649,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;low;medium;medium;low;medium;medium;low;medium;low;medium;low;medium;medium;low;medium;low;low;low
STEW,ccb,25,0,balanced,0.02631578947368418,0.5,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;high;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;high;low;low;low;low;low;low;low
STEW,ccb,26,0,balanced,0.0,0.4864864864864865,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low
STEW,ccb,27,0,balanced,0.6363636363636364,0.8108108108108109,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,medium;medium;medium;medium;medium;medium;low;medium;medium;medium;low;medium;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;high;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium
STEW,ccb,28,0,balanced,0.33333333333333337,0.6621621621621622,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;high;low;low;low;low;low;low;low;low;low;low;high;low;high;low;low;low;low;low;low;low;low;high;high;low;high;low;low;low;low;low;low;low;low;low;low;low;high;high;low;high;low;high;high;low;low;high;high;low;low;low;low;high;low;high;low;high;low;low;low;medium;high;high;high;high;low;high;low;low;high;high;high;low
STEW,ccb,29,0,balanced,0.2660550458715596,0.4594594594594595,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;high;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;low;high;high;high;low;high;high;high;high;high;high;high;high;high;high;high;high;low;high;low;high;low
STEW,ccb,30,0,balanced,0.5061728395061729,0.7297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;high;low;high;low;high;high;high;low;low;high;high;high;low;low;low;low;low;low;low;high;high;high;medium;high;high;medium;high;low;high;high;low;high;high;high;low;high;medium;high;high;medium;high;high;high;high;high;medium;high;high;high;high;high;medium;high;medium;high;high
STEW,ccb,31,0,balanced,0.2954545454545454,0.581081081081081,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;high;low;high;low;medium;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;high;low;high;high;high;low;low;low;high;low;medium;high;low;medium;medium;low;high;low;medium;medium;medium;low;medium;low;high;high;low;medium;low;low;high;high;medium;medium;medium;medium;high
STEW,ccb,32,0,balanced,0.2727272727272727,0.6216216216216216,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;low;low;high;low;low;medium;high;low;high;low;low;low;high;medium;low;low;high;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;high;high;high;low;high;high;high;high;low;low;low;low;high;high;high;high;low;low;low;high;low;low;low;low;high;low;low;high;high;low;high;low;high;high;high;high;medium;low
STEW,ccb,33,0,balanced,0.2359550561797753,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;high;low;high;low;low;low;low;high;high;high;high;high;low;low;high;medium;low;high;high;low;low;low;high;high;low;low;high;low;low;low;low;low;medium;high;high
STEW,ccb,34,0,balanced,0.05405405405405406,0.527027027027027,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;high;high;low;low;low;low;low;low;low;low;low;low
STEW,ccb,35,0,balanced,0.03703703703703709,0.47297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;high;low;low;high;low;low;high;low;low;low;low;low;low;medium;low;low;high;low;low;low;low;low;high;high;low;low;medium;medium;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low
STEW,ccb,36,0,balanced,0.4285714285714286,0.6756756756756757,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;low;low;low;low;medium;low;low;low;low;low;low;high;medium;high;high;low;low;medium;low;high;medium;medium;high;low;low;high;high;high;low;low;high;low;low;low;low;high;low;high;medium;high;high;high;high;high;high;high;high;high;high;high;medium;high;high;high;high;high;high;high;high;high;high;high;medium;high;low;medium;high;high;medium;high;low
STEW,ccb,37,0,balanced,0.2432432432432432,0.6216216216216216,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;high;high;low;low;low;low;low;low;high;high;low;low;high;low;low;low;low;high;low;low;low;low;low;low;low;high;high;low
STEW,ccb,38,0,balanced,0.7567567567567568,0.8783783783783784,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;medium;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;medium;medium;low;low;low;low;medium;low;medium;low;medium;medium;low;medium;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium
STEW,ccb,39,0,balanced,0.16455696202531644,0.5540540540540541,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;high;high;medium;high;low;medium;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;medium;low;low;low;high
