dataset,method,subject,seed,kappa,accuracy,n_train,n_test,n_classes_test,y_true_seq,y_pred_seq
STEW,fbcsp,12,-1,0.2264150943396226,0.44594594594594594,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;medium;high;high;low;low;low;low;high;high;low;low;high;low;low;high;medium;high;high;high;high;low;high;low;high;high;high;high;medium;low;medium;high;high;high;low;low;low;low;high;high;high;high;low;high;high;high;high;high;high;high;high;high
STEW,fbcsp,13,-1,-0.11904761904761907,0.36486486486486486,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;high;high;high;high;high;high;low;low;low;low;high;low;high;high;high;high;high;high;high;low;low;high;high;low;high;high;high;high;high;high;high;low;high;high;low;high;low;medium;high;medium;high;high;low;high;medium;high;medium;low;high;medium;high;medium;medium;high;low;high;high;high;high;low;low;low;high;low;low;medium;medium;high;high;high;low;high;medium
STEW,fbcsp,14,-1,0.37209302325581395,0.6351351351351351,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;low;high;high;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;low;low;low;low;low;low;low;high;low;low;medium;low;medium;low;medium;high;high;high;high;high;medium;high;medium;high;high;high;low;high;high;low;medium;low;medium;high;high;low;low;medium;medium;high;low;high;medium;low;low;high;high;high;low;high;medium
STEW,fbcsp,15,-1,0.030303030303030276,0.35135135135135137,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,high;low;low;low;high;high;low;high;high;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;high;low;low;high;medium;medium;high;low;low;high;high;low;low;low;high;low;high;low;low;low;low;high;low;low;low;low;low;high;high;low;high;low;high;low;low;low;high;high;low;high;high;high;medium;high;high;low;low
STEW,fbcsp,16,-1,0.4,0.6756756756756757,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;high;high;low;low;low;low;high;high;high;high;medium;high;high;high;low;low;high;high;low;high;low;low;medium;low;low;low;low;high;low;low;medium;medium;high;high;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;medium;high;low;high;high;high;low;high;high;high
STEW,fbcsp,17,-1,0.4698795180722891,0.7027027027027027,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;medium;low;low;low;low;low;high;low;medium;low;low;low;medium;low;low;medium;high;low;low;high;high;medium;high;medium;high;high;low;low;high;high;high;low;low;low;high;high;high;low;low;high;low;high;high;high;high;medium;low;high;high;high;medium;high
STEW,fbcsp,18,-1,0.23809523809523814,0.4594594594594595,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;low;medium;medium;medium;medium;medium;low;low;medium;low;medium;medium;low;low;medium;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;medium;high;low;high;high;low;high;high;high;high;high;low;medium;high;high;high;medium;high;medium;high;high;high;low;high;high;high;medium;high;high;medium;medium;medium;high;high;high
STEW,fbcsp,19,-1,0.14942528735632188,0.5,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;medium;low;low;high;high;high;high;low;low;low;low;high;high;low;low;low;low;low;low;high;low;low;low;high;low;high;low;high;low;low;low;high;low;low;low
STEW,fbcsp,20,-1,0.22666666666666668,0.6081081081081081,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;high;low;high;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;medium;low;high;low;high;high;low;high;low;high;low;high;low;low;low;low;high;high;low;low;high;low;low;low;low;low;low;low;low;high;low;high
STEW,fbcsp,21,-1,0.22916666666666663,0.5,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;low;low;high;low;high;high;high;low;high;high;high;high;high;medium;high;low;low;low;high;high;high;low;high;high;high;high;medium;high;low;low;low;low
STEW,fbcsp,22,-1,-0.06766917293233088,0.04054054054054054,3256,74,2,medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;high;low;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;low;low;medium;medium;low;medium;low;medium;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;low;high;low;medium;high;low
STEW,fbcsp,23,-1,0.922077922077922,0.9594594594594594,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;medium
STEW,fbcsp,25,-1,0.023809523809523836,0.44594594594594594,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;high;high;low;low;low;high;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;high;low;low;low;high;high;low;low;low;low;high;high;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low
STEW,fbcsp,26,-1,0.28,0.5135135135135135,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;medium;low;low;low;low;low;medium;low;low;low;medium;medium;high;low;medium;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;high;medium;low;medium;low;medium;high;medium;medium;medium;high;medium;medium;low;low;low;medium;medium;low
STEW,fbcsp,27,-1,0.7894736842105263,0.8918918918918919,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;medium;medium;medium;medium;medium;low;low;low;low;low;low;low;high;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium
STEW,fbcsp,28,-1,0.45882352941176474,0.6891891891891891,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,high;high;high;low;high;low;low;medium;low;low;low;low;low;low;medium;medium;low;low;low;low;low;low;low;medium;medium;low;low;low;medium;low;low;low;medium;low;low;medium;low;high;high;high;medium;high;high;high;high;high;low;high;high;low;high;low;medium;high;low;high;high;high;high;low;low;high;high;high;high;high;low;medium;high;high;high;high;high;low
STEW,fbcsp,29,-1,0.24528301886792447,0.4594594594594595,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;low;low;low;low;low;low;low;low;low;low;low;medium;medium;low;low;low;high;high;high;high;high;high;high;low;high;high;low;high;high;high;low;high;high;low;high;high;high;high;high;high;high;high;high;low;high;high;high;high
STEW,fbcsp,30,-1,0.5263157894736843,0.7567567567567568,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;low;high;low;high;low;low;low;low;low;high;low;low;low;high;low;high;low;high;high;high;high;high;high;low;high;high;low;high;low;low;high;low;low;low;high;high;high;high;high;high;high;high;high;high;medium;high;high;high;high;high;medium;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high
STEW,fbcsp,31,-1,0.28846153846153844,0.5,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;medium;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;high;low;medium;high;high;high;medium;low;high;high;high;high;low;high;high;low;high;high;high;high;high;high;high;low;high;high;high;high;high;low;high;high;medium;high;high;medium;high
STEW,fbcsp,32,-1,0.52,0.7567567567567568,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;high;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;high;high;high;high;high;high;high;high;high;low;high;low;high;high;high;high;high;high;high;high;high;low;low;low;low;high;low;low;high;high;low;high;low;high;high;high;low;medium;low
STEW,fbcsp,33,-1,0.21999999999999997,0.47297297297297297,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;high;high;low;low;high;high;low;high;low;low;high;high;low;high;low;high;high;high;low;low;high;high;high;high;high;medium;high;high;low;high;high;high;low;low;low;high;high;high
STEW,fbcsp,34,-1,0.22666666666666668,0.6081081081081081,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;low;low;low;low;low;medium;high;high;low;low;low;low;high;low;high;high;low;high;low;low;low;low;low;low;low;low;low;low;low;low
STEW,fbcsp,35,-1,0.17333333333333334,0.581081081081081,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;low;medium;medium;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low
STEW,fbcsp,36,-1,0.4222222222222223,0.6486486486486487,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;high;low;low;low;low;high;medium;low;medium;low;low;low;medium;high;low;high;low;low;medium;low;high;low;low;low;low;high;high;high;high;low;low;medium;low;low;low;medium;high;medium;high;high;high;high;high;high;high;high;high;high;high;medium;high;high;high;high;high;high;high;high;high;medium;medium;medium;medium;high;high;medium;medium;high;medium;high;medium;low
STEW,fbcsp,37,-1,0.11688311688311692,0.5405405405405406,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;low;low;low;low;low;low;low;low;low;low;high;low;low;high;low;low;low;low;low;low;low;low;low;low;low;medium;medium;high;medium;high;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low
STEW,fbcsp,38,-1,0.4933333333333333,0.7432432432432432,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium,low;low;low;low;medium;low;medium;medium;low;low;low;low;low;low;low;low;medium;medium;low;low;low;low;medium;medium;low;medium;medium;medium;medium;medium;high;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium;medium
STEW,fbcsp,39,-1,0.37209302325581395,0.6351351351351351,3256,74,2,low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;low;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high;high,low;low;low;low;low;low;low;low;medium;low;low;low;low;low;low;low;low;low;low;medium;low;medium;low;high;low;high;high;low;medium;low;low;low;low;low;low;low;low;low;high;high;high;high;low;medium;medium;medium;high;low;medium;low;medium;high;high;low;high;high;low;high;medium;low;high;high;low;high;medium;high;low;high;low;medium;high;low;low;high
